8.86837055189004e-28,8.786471951848409e-28,8.595657541674824e-28,8.339540746098533e-28,8.033272913525372e-28,7.648207625155508e-28,7.204488185999188e-28,6.715923742656232e-28,6.1958073844445205e-28,5.6720601879385615e-28,5.079110054378997e-28,4.45232385582416e-28,3.8912342671976773e-28,3.384743420815306e-28,2.933470877843557e-28,2.5354334172623454e-28,2.187585144450296e-28,1.885027015565189e-28,1.620639244343657e-28,1.3907543064908197e-28,9.568076071202549e-29,5.119797186300153e-29,2.7080591437717554e-29,1.4349435824186331e-30
4.287492302002433e-28,4.0282131493097084e-28,3.749805953994976e-28,3.479887446053844e-28,3.2227511068632987e-28,2.9615576333658157e-28,2.7041851093735777e-28,2.4535908046801893e-28,2.2118522057985984e-28,1.9860519926564837e-28,1.7487395915212747e-28,1.511554857561894e-28,1.306828765046301e-28,1.127195341044922e-28,9.70541061040086e-29,8.346104467694361e-29,7.172890316605343e-29,6.162070981119368e-29,5.285165103848634e-29,4.5270479588682193e-29,3.105198198677286e-29,1.6575282414497808e-29,8.758461950850236e-30,4.60160262270626e-31
2.4457615227546614e-28,2.2461254003625652e-28,2.049588400475395e-28,1.8693826681197771e-28,1.705365174497947e-28,1.546933027730275e-28,1.3969286836811897e-28,1.2556358885437128e-28,1.123058585784748e-28,1.0017928912116899e-28,8.774609633455853e-29,7.554276252908669e-29,6.510692226853293e-29,5.602076163594783e-29,4.814265799408152e-29,4.1337462928070065e-29,3.548422474668325e-29,3.0454785278090816e-29,2.610068452077171e-29,2.2343506398083444e-29,1.5311663603854928e-29,8.166778616487008e-30,4.314850255188319e-30,2.2733528031134997e-31
1.5872383317509307e-28,1.439782656135206e-28,1.2999393790121841e-28,1.1742901748565068e-28,1.0618907538961345e-28,9.560385701696767e-29,8.577951336867393e-29,7.66815998680377e-29,6.826932760268352e-29,6.065593962271914e-29,5.297928621527383e-29,4.553111693239082e-29,3.9184001542589855e-29,3.3677062280810796e-29,2.8914336103541685e-29,2.4808595559510862e-29,2.128277520065053e-29,1.825704819019017e-29,1.564013753928804e-29,1.3384578286604857e-29,9.16820208493729e-30,4.888168055421284e-30,2.583114365984984e-30,1.3672147730105238e-31
1.1316557700084488e-28,1.0177723316466517e-28,9.122000523620387e-29,8.180854091204701e-29,7.345512492420281e-29,6.573459908187551e-29,5.867154875588349e-29,5.221253042185529e-29,4.6307058512672444e-29,4.1003154220330363e-29,3.573884799125903e-29,3.068461641922152e-29,2.638351914019439e-29,2.2659600797089742e-29,1.9443464184890084e-29,1.6674294963469643e-29,1.4298502033411044e-29,1.2261310779406569e-29,1.0500400814960327e-29,8.984119560437745e-30,6.152397119559532e-30,3.2795200218897004e-30,1.7337244725674442e-30,9.234750221010093e-32
8.697725343048106e-29,7.764387483332229e-29,6.913710827249589e-29,6.154744513661568e-29,5.483265332711887e-29,4.8750524366206797e-29,4.32693353903487e-29,3.832226912397759e-29,3.385185376318609e-29,2.9866962969846074e-29,2.5981182147201353e-29,2.229296388568421e-29,1.9155269823321008e-29,1.6442867258512768e-29,1.4102487512746177e-29,1.2089093956462215e-29,1.0362891383384218e-29,8.883615546005035e-30,7.605501708716962e-30,6.506045162622642e-30,4.4546591373038636e-30,2.3742146736978137e-30,1.2558763993682975e-30,6.747544259536438e-32
7.091865081317072e-29,6.300621157898596e-29,5.587778854048696e-29,4.942013093154014e-29,4.364068504316454e-29,3.849911167430872e-29,3.392832575412332e-29,2.9859599603773667e-29,2.623419247221283e-29,2.3030366737864276e-29,1.999065444483165e-29,1.7158283954239486e-29,1.4745823797621216e-29,1.2663918677663987e-29,1.0868625121720584e-29,9.325210656097272e-30,8.002450673817907e-30,6.869304434440252e-30,5.889937680898975e-30,5.050139293385355e-30,3.489929505986235e-30,1.9104929562841655e-30,1.0878828172931298e-30,9.893936183139022e-31
5.90903349217849e-29,5.216199480540448e-29,4.5988538528687844e-29,4.0463723751587406e-29,3.557196839517445e-29,3.125284956690071e-29,2.7439119411991854e-29,2.4064720407101066e-29,2.1075348096179427e-29,1.8444446835157182e-29,1.59779652692978e-29,1.369882719899359e-29,1.175763039822479e-29,1.0083853242140209e-29,8.641440733190178e-30,7.40219900506482e-30,6.340852253102064e-30,5.43227130545704e-30,4.647766704687773e-30,3.9744717599733595e-30,2.7207754080110716e-30,1.4498861582594022e-30,7.682500376542525e-31,4.2199320741226135e-32
5.137417669351007e-29,4.5134684119441505e-29,3.962258159112415e-29,3.4683102543808774e-29,3.0302663707794573e-29,2.6469627915743903e-29,2.311092557197789e-29,2.0163294619714173e-29,1.7575191233087298e-29,1.5310586612330816e-29,1.3232459633380428e-29,1.1341570255742742e-29,9.729217311424636e-30,8.340682406395868e-30,7.144672720911683e-30,6.117742475381736e-30,5.238655015579111e-30,4.486478707860519e-30,3.837215490544203e-30,3.28073016668219e-30,2.2457273625377427e-30,1.1966900640952039e-30,6.347738452559628e-31,3.532043605950559e-32
4.6275260630104635e-29,4.0453137940467356e-29,3.5350589858252695e-29,3.076026146410362e-29,2.6679780869245864e-29,2.3147666348105226e-29,2.0080505039228132e-29,1.7414002731335027e-29,1.509627593679652e-29,1.3081501797599855e-29,1.1276276970244144e-29,9.662367742563799e-30,8.284091419420494e-30,7.098662080447613e-30,6.078065817267582e-30,5.202284970207917e-30,4.452956809069235e-30,3.812148261380764e-30,3.259184970608519e-30,2.7859596550541388e-30,1.9069600371654234e-30,1.0161498525754696e-30,5.397017055385441e-31,3.049814169359449e-32
