5.520076036847687e-21,5.172488535644094e-21,4.804623485302082e-21,4.450348800344501e-21,4.1124559816575764e-21,3.769890081170972e-21,3.4324953128788406e-21,3.1041101881369446e-21,2.7877642498327607e-21,2.4912324502222966e-21,2.1882567709376667e-21,1.8929339483133513e-21,1.6372253919879082e-21,1.4130751391571586e-21,1.2175481170388964e-21,1.047898018116592e-21,9.01473964891006e-22,7.753440495985062e-22,6.659186342810832e-22,5.715272322262058e-22,3.9483368907914417e-22,2.149184030254115e-22,1.1801927444037891e-22,1.4775156163231957e-23
3.426053407886027e-21,3.1487113919495075e-21,2.875371741039345e-21,2.6249997541285515e-21,2.395825431408841e-21,2.1728466970258098e-21,1.9604262770563016e-21,1.7593139593764857e-21,1.5699813323866588e-21,1.3955345672662911e-21,1.2212193319523259e-21,1.0547100552280518e-21,9.120215636115504e-22,7.881170170301113e-22,6.808014924863143e-22,5.882239543129192e-22,5.086720403809703e-22,4.403819103231009e-22,3.8125779625510127e-22,3.30517235593448e-22,2.3624343193769194e-22,1.4080953729846303e-22,9.13916802566629e-23,5.963436592294508e-23
2.5491165075711093e-21,2.322816935429266e-21,2.1053128047995604e-21,1.90955931750411e-21,1.7329542782531237e-21,1.5636874277948721e-21,1.4043953709182987e-21,1.25513626881973e-21,1.1158638767522098e-21,9.884914756597457e-22,8.620904121672656e-22,7.417852410765811e-22,6.38918543418215e-22,5.496913826322909e-22,4.724518881889414e-22,4.0582196998035814e-22,3.4855525807961053e-22,2.9937611144554216e-22,2.567936250831871e-22,2.201545664191591e-22,1.5174012355352262e-22,8.211658203575462e-23,4.480369623004345e-23,7.219125843748152e-24
2.3078179441296593e-21,2.1010060210642227e-21,1.901930068687438e-21,1.722755518286373e-21,1.5614181206352042e-21,1.4070685934255592e-21,1.2621726973404326e-21,1.1267711095176236e-21,1.0007595593859622e-21,8.859260924210803e-22,7.716360222231438e-22,6.625051626046068e-22,5.694642364345491e-22,4.889120952423227e-22,4.1934019246094303e-22,3.594532933241173e-22,3.080920747358073e-22,2.640724284802572e-22,2.260374895423119e-22,1.933307709555906e-22,1.3233717323357383e-22,7.050847316267566e-23,3.7297107259826786e-23,1.9895993681167232e-24
2.6816383790485044e-21,2.4802825492905345e-21,2.2782896001110707e-21,2.090774465565645e-21,1.9176360799154445e-21,1.748078622231643e-21,1.5856884792819186e-21,1.4311807179437152e-21,1.2849333418499324e-21,1.1494991345771318e-21,1.0123751149268623e-21,8.792992714748872e-22,7.640987169113188e-22,6.629493150187844e-22,5.74450662382026e-22,4.97389178466443e-22,4.306305969040476e-22,3.729258746439777e-22,3.227015912118699e-22,2.79317090532438e-22,1.9803793179531134e-22,1.1521217954791757e-22,7.128507166521916e-23,3.3518515390830955e-23
4.075806268779413e-21,3.943600691371036e-21,3.772685900297235e-21,3.5829274560129704e-21,3.3807463080533145e-21,3.156427178648643e-21,2.919181071141496e-21,2.675161562120916e-21,2.4298047720495517e-21,2.1921917753360686e-21,1.9428490639939527e-21,1.6943090514907406e-21,1.4757110756603787e-21,1.2820200262064717e-21,1.1118672365476853e-21,9.635757373337486e-22,8.352613780458847e-22,7.245971784205046e-22,6.285628523428908e-22,5.457339069099971e-22,3.9087452910152634e-22,2.3367691812602427e-22,1.4935303130715874e-22,6.056893671463357e-23
6.897051091635079e-21,7.42797039590332e-21,7.979467316085748e-21,8.529117169109321e-21,9.05875019596878e-21,9.549321720031175e-21,9.968602287326049e-21,1.0283613274430688e-20,1.0461046251977313e-20,1.0476512864263146e-20,1.0287170242823058e-20,9.870047120185137e-21,9.287698225713236e-21,8.581236494982242e-21,7.801261692004734e-21,6.995974602368937e-21,6.205389273543642e-21,5.456494477518567e-21,4.759585017609283e-21,4.127359823975995e-21,2.879742485643217e-21,1.5491439243806273e-21,8.214384101635504e-22,4.652805432201121e-23
6.290560134119213e-21,6.737461464220507e-21,7.195694341506356e-21,7.652324878551879e-21,8.095224313725203e-21,8.505220833016003e-21,8.858677523851117e-21,9.130338518523953e-21,9.293676708689154e-21,9.331189071940277e-21,9.192348541813111e-21,8.85663418877995e-21,8.385503299519532e-21,7.805935922566391e-21,7.156494823707415e-21,6.4749821445900955e-21,5.794683848668942e-21,5.13955688166208e-21,4.520224328265694e-21,3.949729276618367e-21,2.7992669430419805e-21,1.5345791795618775e-21,8.255273827524952e-22,5.873778834480318e-23
3.4566677600370466e-21,3.3803489320200696e-21,3.2714820711832606e-21,3.1453170851257404e-21,3.0054904973106132e-21,2.8414976215912507e-21,2.6600359769337987e-21,2.465690425663741e-21,2.2626016900238898e-21,2.0594843502337498e-21,1.8386742038820006e-21,1.6121743672227749e-21,1.4088322522882146e-21,1.2254444770923181e-21,1.061953298652488e-21,9.176992912485977e-22,7.915866841833675e-22,6.818805197526047e-22,5.859868918232187e-22,5.027658692678733e-22,3.4592637549789255e-22,1.8514405743634453e-22,9.820073172841454e-23,5.605473551653629e-24
2.0908784632155323e-21,1.9822767450920705e-21,1.8699418665859384e-21,1.764558811956286e-21,1.6667159709857991e-21,1.5693287413843542e-21,1.4753866217610083e-21,1.3859111112912058e-21,1.3015452212597979e-21,1.224472595191536e-21,1.14529254838191e-21,1.0671038632987934e-21,9.996379823045632e-22,9.396078658328266e-22,8.857074396688836e-22,8.367622020258613e-22,7.919018571656102e-22,7.503648288042545e-22,7.113210858560991e-22,6.745012251359616e-22,5.9495317112450595e-22,4.93299167046383e-22,4.267212281034601e-22,3.564296187859717e-22
